,KEY,sarcasm_explanation
802,2_186_u,"The video is sarcastic because the speaker's utterance ""Excellent hole, Joe"" conveys a positive sentiment with a hint of amusement and playfulness, but the unexpected and ironic phrase, combined with the speaker's tonal shift to a more upbeat and enthusiastic pitch, suggests tongue-in-cheek or ironic praise. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, indicate a sense of doubt or mockery, further supporting the conclusion that the video is sarcastic."
803,2_48_u,"The video is non-sarcastic because the speaker's tone is matter-of-fact and slightly resigned, conveying a sense of frustration and annoyance rather than irony or mockery. The underlying emotion of frustration and the negative sentiment expressed in the text also support this conclusion. Additionally, the speaker's facial expressions, such as raised inner brow, tightened lid, and wrinkled nose, suggest emotions like doubt and contempt, but not sarcasm."
804,1_S12E09_090_u,"The video is sarcastic because the speaker's utterance ""You mean the last two minutes or the last 20 years?"" conveys a hint of irony and tongue-in-cheek humor, despite maintaining a neutral tone and sentiment. The playful and curious undertone, along with the speaker's facial expressions, such as raised brows and tightened lips, suggest a subtle layer of wit and cleverness, indicative of sarcasm."
805,1_3545_u,"The video is sarcastic because the speaker's utterance, ""I understand your point, but given a choice, Jews always go with Chinese food,"" conveys a lighthearted and humorous tone with a hint of irony and exaggeration, implying a playful stereotype. The tone is casual and conversational, but with a slightly raised and forceful pitch, suggesting assertiveness and confidence. The speaker's facial expressions, including a raised inner brow, tightened lid, and depressed lower lip, also indicate a sense of playfulness and sarcasm. Additionally, the variation in volume, particularly during the emphasized phrase ""Jews always go with Chinese food,"" suggests a heightened emotional state or a desire to emphasize the point being made, further supporting the conclusion that the video is sarcastic."
806,1_5758_u,"The video is sarcastic because the speaker's utterance ""Oh, I could so see you being the face of hemorrhoids"" conveys a playful and teasing tone, with a hint of sarcasm through the use of irony and exaggeration. The lighthearted and joking tone, combined with the speaker's warm and inviting demeanor, suggests that the comment is not meant to be taken seriously. The facial cues, such as the raised inner brow and tightened lid, also indicate a playful and cheeky attitude, further supporting the conclusion that the video is sarcastic."
807,3_S05E02_072_u,"The video is sarcastic because the speaker's utterance, ""Congratulations. You've finally taken your rightful spot amongst the handicapped,"" conveys irony and sarcasm through the use of words like ""congratulations"" and ""rightful spot,"" implying ridicule and disdain towards the idea of being handicapped. The tone is bitter and critical, with a sense of disdain, which contradicts the speaker's assertive yet compassionate tonality description. Additionally, the speaker's facial expressions, such as raised brows and tightened lids, suggest doubt, further supporting the sarcastic label."
808,2_393_u,"The video is non-sarcastic because the speaker's utterance ""Pheebs?"" conveys confusion and puzzlement, with a neutral sentiment and an inquisitive tone. The tone is assertive and confident at the beginning, but becomes more subdued, indicating a shift towards a more reserved or contemplative state. The speaker's facial expressions, such as raised inner brow, wrinkled nose, and parted lips, suggest doubt rather than sarcasm. The overall context of the video, showing a man and a woman in a bar, with a man in a black coat walking by, does not provide any cues that would suggest sarcasm."
809,1_S12E03_337_u,"The video is non-sarcastic because the speaker's tone is matter-of-fact, neutral, and lacks irony or mocking undertones. The sentiment expressed is neutral to slightly negative, with a hint of sadness or melancholy, but without any emotional coloration. The speaker's voice is flat, with a consistent intonation and moderate amplitude, indicating a lack of emphasis or emotionality. Additionally, the speaker's facial expressions, such as raised inner brow and tightened lid, suggest doubt rather than sarcasm. Overall, the straightforward and dispassionate tone, combined with the neutral sentiment and facial expressions, conclude that the video is non-sarcastic."
810,2_390_u,"The video is sarcastic because the speaker's utterance ""No, I am depressed because Phillis George left the morning news"" is an exaggeration and hyperbole, conveying humor and playfulness rather than genuine depression. The trivial reason given for the supposed depression and the speaker's tone, which shifts from neutral to a more subdued manner, suggest sarcasm. Additionally, the speaker's facial expressions, such as raised brows and tightened lids, indicate a range of emotions including surprise, contempt, and doubt, further supporting the conclusion that the video is sarcastic."
811,2_243_u,"The video is non-sarcastic because the speaker's utterance is characterized by a sincere and apologetic tone, conveying guilt and regret. The language used is straightforward and remorseful, without any irony or mocking tone that would suggest sarcasm. The speaker's facial expressions, such as a raised inner brow and lowered brow, also indicate doubt and remorse, further supporting the non-sarcastic label. Additionally, the speaker's tone shifts from assertive to apologetic, and their volume decreases, emphasizing their sincerity and remorse."
